INDEX,APPID,NAME,POSITIVE,NEGATIVE,RATING
498,466300,Planescape: Torment: Enhanced Edition,"1,082",55,89.73%
499,253110,The Cat Lady,"3,402",240,89.73%
500,426690,Narcissu 10th Anniversary Anthology Project,320,6,89.73%
501,335000,Tormentum - Dark Sorrow,"1,769",107,89.72%
502,374320,DARK SOULS??? III,"95,910","9,507",89.72%
503,384630,Aviary Attorney,"1,190",63,89.72%
504,781440,"OH MY GOD, LOOK AT THIS KNIGHT",835,38,89.71%
505,17520,Synergy,"4,627",347,89.71%
506,22120,Penumbra: Black Plague,"1,373",77,89.70%
507,284850,Grim Legends: The Forsaken Bride,860,40,89.68%
508,457210,SEUM: Speedrunners from Hell,960,47,89.68%
509,559610,Love Ribbon,986,49,89.67%
510,227080,Papo & Yo,"2,389",158,89.67%
511,743390,DISTRAINT 2,333,7,89.66%
512,569860,Thimbleweed Park,"1,878",117,89.65%
513,516480,Pinkman,232,2,89.65%
514,303590,Hidden in Plain Sight,294,5,89.65%
515,8190,Just Cause 2,"32,917","3,096",89.64%
516,546390,Brief Karate Foolish,"1,961",124,89.64%
517,250110,Assault Android Cactus,"1,267",70,89.64%
518,845070,The Awesome Adventures of Captain Spirit,"7,793",641,89.61%
519,760890,Hello Charlotte: Childhood's End,270,4,89.59%
520,961440,"RESIDENT EVIL 2 / BIOHAZARD RE:2 ""1-Shot Demo""","10,284",880,89.57%
521,286100,You Have to Win the Game,"4,987",388,89.56%
522,108710,Alan Wake,"22,642","2,096",89.55%
523,324680,Impossible Creatures,709,31,89.54%
524,691450,Misao: Definitive Edition,324,7,89.54%
525,10180,Call of Duty: Modern Warfare 2,"29,500","2,794",89.53%
526,521200,Epic Battle Fantasy 3,794,37,89.53%
527,511680,Fate/EXTELLA,"2,673",186,89.53%
528,334940,Yoku's Island Express,461,15,89.53%
529,604330,The Crown of Leaves,322,7,89.52%
530,862570,Ding Dong XL,202,1,89.52%
531,259080,Just Cause 2: Multiplayer Mod,"12,150","1,066",89.52%
532,979600,Kaori After Story,224,2,89.52%
533,286260,fault - milestone one,"2,382",162,89.51%
534,65800,Dungeon Defenders,"10,591",918,89.51%
535,488310,Eleven: Table Tennis VR,"1,092",59,89.50%
536,512180,Nightshade,302,6,89.50%
537,346560,Hero of the Kingdom II,"1,368",80,89.50%
538,467380,Khimera: Destroy All Monster Girls,916,46,89.50%
539,388090,Five Nights at Freddy's 4,"6,351",517,89.50%
540,590380,Into the Breach,"4,903",384,89.50%
541,529150,Lazerbait,373,10,89.49%
542,359390,Amnesia???: Memories,"1,744",110,89.49%
543,317360,Double Action: Boogaloo,"9,139",782,89.48%
544,523780,Emily is Away Too,"3,002",216,89.48%
545,418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,"18,562","1,708",89.47%
546,224760,FEZ,"10,575",921,89.47%
547,32150,Everyday Genius: SquareLogic,300,6,89.47%
548,530390,Slayaway Camp,565,22,89.47%
549,238070,Shadow Warrior Classic (1997),"1,046",56,89.47%
550,251470,TowerFall Ascension,"1,894",123,89.46%
551,304930,Unturned,"290,363","31,017",89.46%
552,858760,Scalak,279,5,89.44%
553,491040,Bot Vice,807,39,89.43%
554,252410,SteamWorld Dig,"4,031",309,89.43%
555,204530,Infested Planet,"1,915",126,89.41%
556,235980,Tetrobot and Co.,366,10,89.40%
557,477160,Human: Fall Flat,"26,034","2,494",89.38%
558,868520,killer7,381,11,89.38%
559,12150,Max Payne 2: The Fall of Max Payne,"2,414",169,89.38%
560,589590,Kindergarten,"2,028",136,89.38%
561,243970,"Invisible, Inc.","3,504",265,89.37%
562,451760,Highway Blossoms,"1,068",59,89.37%
563,222880,Insurgency,"90,941","9,392",89.37%
564,552590,The Sexy Brutale,"1,869",123,89.37%
565,512490,Zombie Estate 2,254,4,89.35%
566,285310,RollerCoaster Tycoon: Deluxe,"3,002",221,89.35%
567,272600,Detective Grimoire,"1,102",62,89.34%
568,300570,Infinifactory,"1,491",93,89.33%
569,676820,Subsurface Circular,"1,034",57,89.32%
570,285440,Crimzon Clover WORLD IGNITION,"1,047",58,89.32%
571,259530,Savant - Ascent,"2,472",176,89.31%
572,284810,Nightmares from the Deep 3: Davy Jones,501,19,89.30%
573,406550,Umineko When They Cry - Question Arcs,306,7,89.30%
574,405830,Turok 2: Seeds of Evil,963,52,89.29%
575,246900,Viscera Cleanup Detail,"6,630",561,89.29%
576,934840,FrostRunner,"1,013",56,89.28%
577,255390,Max: The Curse of Brotherhood,961,52,89.28%
578,2300,DOOM II: Hell on Earth,"2,448",175,89.28%
579,375820,Human Resource Machine,"2,144",149,89.27%
580,71340,Sonic Generations,"6,766",575,89.27%
581,601430,The Evil Within 2,"8,544",748,89.27%
582,567380,Heartbound,468,17,89.27%
583,460850,Allumette,436,15,89.26%
584,757240,Aimtastic,541,22,89.25%
585,428080,Racket: Nx,353,10,89.24%
586,230230,Divinity: Original Sin (Classic),"10,450",940,89.24%
587,766280,A Light in the Dark,724,35,89.23%
588,587220,Jet Island,384,12,89.22%
589,3920,Sid Meier's Pirates!,"2,594",190,89.21%
590,211820,Starbound,"73,608","7,676",89.21%
591,447020,Farming Simulator 17,"11,038","1,002",89.21%
592,553640,ICEY,"16,771","1,587",89.20%
593,370280,Season of 12 Colors,"1,314",81,89.20%
594,394510,HELLDIVERS???,"12,872","1,191",89.19%
595,939400,LoveChoice ??????,"1,098",64,89.18%
596,411970,TY the Tasmanian Tiger 2,332,9,89.18%
597,520440,GUILTY GEAR Xrd -REVELATOR-,"2,094",147,89.18%
598,387340,Hyperdimension Neptunia U: Action Unleashed,"2,356",170,89.18%
599,353090,Chicken Invaders 5,428,15,89.17%
600,251130,Chroma Squad,"2,630",195,89.16%
601,275390,Guacamelee! Super Turbo Championship Edition,"1,688",113,89.15%
602,353330,Love at First Sight,808,42,89.15%
603,904740,?????????????????? ~ Perfect Memento of Touhou Question,545,23,89.14%
604,658560,Zup! 7,819,43,89.13%
605,313730,Sunrider: Mask of Arcadius,"2,373",173,89.13%
606,284790,Nightmares from the Deep 2: The Siren`s Call,557,24,89.12%
607,368390,The Darkside Detective,584,26,89.11%
608,238010,Deus Ex: Human Revolution - Director's Cut,"12,733","1,189",89.11%
609,891510,Love's Sweet Garnish,238,4,89.10%
610,345820,Shantae and the Pirate's Curse,"1,449",94,89.09%
611,522040,Princess Remedy In A Heap of Trouble,256,5,89.09%
612,7200,TrackMania United,942,53,89.08%
613,209370,Analogue: A Hate Story,"1,868",130,89.08%
614,242550,Rayman Legends,"2,976",229,89.08%
615,460790,Bayonetta,"7,946",710,89.07%
616,802870,The Ditzy Demons Are in Love With Me,255,5,89.07%
617,11450,Overlord,"3,393",268,89.07%
618,107310,Cthulhu Saves the World,"2,864",220,89.05%
619,204030,Fable - The Lost Chapters,"4,329",357,89.05%
620,283640,Salt and Sanctuary,"7,033",621,89.05%
621,516600,Bai Qu - ??????,321,9,89.03%
622,218680,Scribblenauts Unlimited,"6,592",579,89.03%
623,377840,FINAL FANTASY IX,"3,815",310,89.02%
624,41500,Torchlight,"3,780",307,89.01%
625,274500,Brigador: Up-Armored Edition,"1,497",100,88.99%
626,609320,FAR: Lone Sails,"2,939",229,88.99%
627,435120,Rusty Lake Hotel,"1,271",81,88.99%
628,307580,Technobabylon,785,42,88.98%
629,564050,Bud Spencer & Terence Hill - Slaps And Beans,680,34,88.98%
630,435030,Lost Lands: Mahjong,"3,705",302,88.97%
631,398000,Little Big Adventure 2,231,4,88.97%
632,265630,Fistful of Frags,"23,438","2,350",88.97%
633,586880,Mini Ghost,283,7,88.96%
634,744190,Rusty Lake Paradise,960,56,88.96%
635,344480,Quell,211,3,88.95%
636,296970,Renowned Explorers: International Society,"1,990",144,88.95%
637,270450,Robot Roller-Derby Disco Dodgeball,"3,149",251,88.93%
638,475150,Titan Quest Anniversary Edition,"10,394",976,88.93%
639,375480,Chronicon,"1,128",70,88.93%
640,437160,The Lion's Song,"1,550",106,88.92%
641,294860,Valkyria Chronicles???,"8,772",810,88.92%
642,220200,Kerbal Space Program,"48,789","5,163",88.91%
643,271900,Hexcells Plus,"1,267",82,88.91%
644,434170,The Jackbox Party Pack 3,774,42,88.89%
645,590590,Remnants of Naezith,261,6,88.88%
646,322110,20XX,"2,497",192,88.88%
647,234140,Mad Max,"35,648","3,715",88.88%
648,491950,Orwell,"6,791",612,88.88%
649,115100,Costume Quest,"2,621",204,88.87%
650,658620,Wonderful Everyday Down the Rabbit-Hole,326,10,88.87%
651,3480,Peggle Deluxe,"1,077",67,88.85%
652,674520,Fight'N Rage,571,27,88.85%
653,410980,Master of Orion 2,339,11,88.83%
654,209080,Guns of Icarus Online,"12,907","1,254",88.83%
655,882790,???????????? Fate Seeker,"2,682",211,88.83%
656,326480,If My Heart Had Wings,"2,681",212,88.80%
657,753220,Mhakna Gramura and Fairy Bell,239,5,88.80%
658,7940,Call of Duty 4: Modern Warfare,"8,572",802,88.80%
659,221680,Rocksmith?? 2014 Edition - Remastered,"8,037",748,88.79%
660,329130,Reassembly,"2,219",169,88.79%
661,744800,Banyu Lintar Angin - Little Storm -,351,12,88.78%
662,57690,Tropico 4,"8,636",812,88.77%
663,351700,UnReal World,536,25,88.77%
664,207320,Ys: The Oath in Felghana,916,55,88.75%
665,773670,Delete,333,11,88.74%
666,38400,Fallout,"6,849",630,88.74%
667,225840,Sven Co-op,"11,822","1,152",88.74%
668,530120,VR The Diner Duo,317,10,88.73%
669,665270,Barrage Musical ???A Fantasy of Tempest???,269,7,88.73%
670,888090,TREE,"1,054",67,88.71%
671,927890,Hentai Girl Linda,"1,160",76,88.71%
672,440880,The Count Lucanor,687,37,88.71%
673,588690,"Peace, Death!",971,60,88.71%
674,314180,Deathsmiles,268,7,88.71%
675,259550,Hero of the Kingdom,"2,873",234,88.70%
676,589780,The Red Strings Club,"2,384",188,88.68%
677,448370,IS Defense,978,61,88.68%
678,668630,Tricolour Lovestory,"10,920","1,067",88.67%
679,950460,Paradise Cleaning!,416,17,88.67%
680,345610,The Fruit of Grisaia,682,37,88.66%
681,239800,Bleed,"1,625",118,88.66%
682,15710,Oddworld: Abe's Exoddus,793,46,88.65%
683,438270,Learn Japanese To Survive - Hiragana Battle,"1,170",78,88.64%
684,783120,HELLO LADY!,311,10,88.64%
685,107600,Waves,970,61,88.62%
686,6010,Indiana Jones and the Fate of Atlantis,587,30,88.62%
687,412670,Bullet Heaven 2,229,5,88.61%
688,793350,Swarmlake,663,36,88.61%
689,860950,Mark of the Ninja: Remastered,712,40,88.60%
690,211740,Thief 2,823,49,88.60%
691,322210,"Guns, Gore & Cannoli","1,556",113,88.60%
692,441050,Polandball: Can into Space!,410,17,88.59%
693,516750,My Summer Car,"12,331","1,231",88.59%
694,733990,I Can't Believe It's Not Gambling GOTY Edition,998,64,88.58%
695,440540,Ara Fell,517,25,88.57%
696,588730,Majotori,351,13,88.57%
697,203140,Hitman: Absolution,"22,971","2,421",88.56%
698,410890,Higurashi When They Cry Hou - Ch.2 Watanagashi,306,10,88.56%
699,399600,I and Me,305,10,88.55%
700,448510,Overcooked,"6,472",608,88.54%
701,251830,Stick It To The Man!,541,27,88.54%
702,284160,BeamNG.drive,"14,495","1,478",88.54%
703,587620,OKAMI HD / ?????? ?????????,"2,731",226,88.54%
704,368950,Jigoku Kisetsukan: Sense of the Seasons,"1,594",118,88.53%
705,644570,Material Girl,"6,609",624,88.52%
706,266510,Hand of Fate,"7,981",770,88.52%
707,287450,Rise of Nations: Extended Edition,"5,047",461,88.52%
708,593200,The Adventures of Fei Duanmu ??????????????????,"1,216",84,88.51%
709,530350,Smashbox Arena,376,15,88.51%
710,255340,Escape Goat 2,302,10,88.50%
711,301300,Chicken Invaders 4,240,6,88.50%
712,505040,FORTIFY,832,51,88.49%
713,490840,Gnomes & Goblins (preview),457,21,88.49%
714,591630,Candleman: The Complete Journey,522,26,88.48%
715,274350,Dropsy,"1,143",78,88.48%
716,207490,Rayman Origins,"1,487",109,88.48%
717,647960,Rusted Warfare - RTS,469,22,88.48%
718,92800,SpaceChem,"3,670",323,88.46%
719,841770,Siralim 3,414,18,88.46%
720,464450,DoDonPachi Resurrection,400,17,88.46%
721,476240,KNIGHTS,468,22,88.46%
722,2620,Call of Duty,"1,493",110,88.46%
723,314230,Rodina,"1,105",75,88.46%
724,830820,Jets'n'Guns 2,221,5,88.45%
725,362620,Software Inc.,"2,505",207,88.45%
726,42670,Singularity,"2,689",225,88.45%
727,376300,GUILTY GEAR Xrd -SIGN-,"1,894",148,88.44%
728,20540,Company of Heroes: Tales of Valor,"1,323",95,88.43%
729,353540,Stephen's Sausage Roll,543,28,88.43%
730,370020,Templar Battleforce,668,38,88.43%
731,583470,The End Is Nigh,"1,399",102,88.43%
732,742300,Mega Man 11 / Rock Man 11,"1,430",105,88.42%
733,796790,GLAD VALAKAS SIMULATOR,327,12,88.42%
734,882710,?????????????? TouHou Makuka Sai ~ Fantastic Danmaku Festival,341,13,88.42%
735,363970,Clicker Heroes,"42,353","4,714",88.42%
736,218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,"2,604",218,88.41%
737,320300,Car Mechanic Simulator 2015,"8,072",791,88.41%
738,976940,???????????? The Shell of Permafrost,202,4,88.41%
739,934860,La Rana,167,2,88.41%
740,32440,LEGO?? Star Wars???: The Complete Saga,"2,892",247,88.40%
741,205910,Tiny and Big: Grandpa's Leftovers,"3,478",306,88.40%
742,525510,"Guns, Gore and Cannoli 2",903,58,88.40%
743,107410,Arma 3,"103,121","12,004",88.39%
744,55150,"Warhammer 40,000: Space Marine","9,561",958,88.38%
745,20820,Shatter,955,63,88.37%
746,314410,Rampage Knights,"2,253",185,88.36%
747,262850,The Journey Down: Chapter Two,337,13,88.36%
748,9010,Return to Castle Wolfenstein,"3,005",260,88.36%
749,306020,Bloons TD5,"3,771",338,88.36%
750,463270,Ghost 1.0,"1,340",98,88.35%
751,477740,Zero Escape: The Nonary Games,611,34,88.35%
752,95700,The Cat and the Coup,813,51,88.34%
753,67370,The Darkness II,"11,722","1,203",88.34%
754,667970,VTOL VR,610,34,88.34%
755,348620,Voices from the Sea,"1,086",75,88.34%
756,639650,1982,548,29,88.34%
757,239350,Spelunky,"8,493",845,88.34%
758,634160,Cattails,418,19,88.34%
759,415420,Nyan Cat: Lost In Space,"1,388",103,88.32%
760,351710,Hyperdimension Neptunia Re;Birth2 Sisters Generation,"2,281",189,88.32%
761,809020,ZeroRanger,213,5,88.29%
762,505700,Anyland,260,8,88.29%
763,24810,Command and Conquer 3: Kane's Wrath,"1,053",73,88.27%
764,963690,Hentai Girl Betty,"1,517",116,88.27%
765,730820,The Curse of Monkey Island,359,15,88.27%
766,431240,Golf With Your Friends,"15,606","1,654",88.27%
767,760330,BYTEPATH,142,1,88.26%
768,2320,Quake II,"1,344",100,88.26%
769,263760,Turbo Dismount,"3,791",345,88.26%
770,241260,Sherlock Holmes: Crimes and Punishments,"1,944",158,88.24%
771,416680,Zombie Night Terror,"1,102",78,88.23%
772,80360,Blackwell Deception,301,11,88.23%
773,617670,Zup! S,409,19,88.21%
774,564310,Serious Sam Fusion 2017 (beta),"1,513",117,88.20%
775,544180,Orbox C,176,3,88.20%
776,377670,G-senjou no Maou - The Devil on G-String,284,10,88.19%
777,417290,Ghost of a Tale,"1,949",160,88.18%
778,896460,Lucah: Born of a Dream,139,1,88.18%
779,234270,Ken Follett's The Pillars of the Earth,"1,147",83,88.17%
780,587470,Chroma Lab,191,4,88.16%
781,585180,Open Sorcery,191,4,88.16%
782,251490,Gravity Ghost,253,8,88.15%
783,292600,Duet,602,35,88.14%
784,201810,Wolfenstein: The New Order,"26,379","2,948",88.14%
785,22100,Mount & Blade,"3,150",284,88.13%
786,251150,The Legend of Heroes: Trails in the Sky,"3,360",306,88.13%
787,359870,FINAL FANTASY X/X-2 HD Remaster,"6,179",610,88.13%
788,510420,The Hex,336,14,88.12%
789,450220,Overload Playable Teaser,600,35,88.12%
790,228360,Full Throttle Remastered,"1,116",81,88.11%
791,674940,Stick Fight: The Game,"23,456","2,611",88.11%
792,571530,Superdimension Neptune VS Sega Hard Girls,608,36,88.08%
793,313160,Farming Simulator 15,"10,180","1,066",88.08%
794,823580,Isoland 2: Ashes of Time,154,2,88.08%
795,494150,The Thrill of the Fight,769,50,88.07%
796,356400,Thumper,"1,911",159,88.07%
797,241320,Ittle Dew,935,65,88.06%
798,573170,Fidel Dungeon Rescue,263,9,88.06%
799,604450,Another Adventure,"3,822",359,88.05%
800,406870,Eventide: Slavic Fable,423,21,88.05%
801,615120,COMPOUND,202,5,88.04%
802,469820,Genital Jousting,"4,623",446,88.04%
803,630060,Consummate:Missing World,396,19,88.03%
804,472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,169,3,88.03%
805,107200,Space Pirates and Zombies,"2,290",199,88.02%
806,359140,Kick Ass Commandos,356,16,88.01%
807,566160,Zup! 6,"1,024",74,88.00%
808,624460,Fantasynth: Chez Nous,274,10,88.00%
809,250260,Jazzpunk: Director's Cut,"4,092",391,87.99%
810,3390,Feeding Frenzy 2: Shipwreck Showdown Deluxe,354,16,87.98%
811,816340,Kingdom Rush Origins,967,69,87.98%
812,13570,Tom Clancy's Splinter Cell: Chaos Theory,"1,729",143,87.98%
813,517910,Sisyphus Reborn,689,44,87.96%
814,235780,MINERVA: Metastasis,"1,007",73,87.96%
815,383270,Hue,723,47,87.96%
816,201310,X3: Albion Prelude,"1,176",89,87.96%
817,658850,Do Not Feed the Monkeys,"1,155",87,87.96%
818,249680,Marlow Briggs,"1,672",138,87.95%
819,397460,The Jackbox Party Pack 2,526,30,87.95%
820,382000,Mindshow,326,14,87.95%
821,454380,Champions of Breakfast,112,0,87.95%
822,294660,Putt-Putt Saves The Zoo,326,14,87.95%
823,242920,Banished,"24,387","2,773",87.95%
824,328760,SanctuaryRPG: Black Edition,"1,214",93,87.94%
825,225160,Shadow Warrior Classic Redux,"1,770",148,87.94%
826,113020,Monaco,"7,236",746,87.93%
827,833040,Hiveswap Friendsim,640,40,87.93%
828,534550,Guacamelee! 2,571,34,87.93%
829,220260,Farming Simulator 2013,"3,956",380,87.92%
830,529780,Disturbed,"1,221",94,87.92%
831,843260,The Bard's Tale Trilogy,376,18,87.92%
832,235320,Original War,914,65,87.91%
833,207080,Indie Game: The Movie,"1,534",125,87.91%
834,712730,SIMULACRA,828,57,87.91%
835,224260,No More Room in Hell,"47,770","5,668",87.91%
836,210770,Sanctum 2,"11,588","1,254",87.90%
837,298600,Lovely Planet,"2,079",181,87.89%
838,855640,My Brother Rabbit,163,3,87.87%
839,370910,Kathy Rain,"1,120",85,87.87%
840,233150,LUFTRAUSERS,"3,157",296,87.86%
841,814540,Changed,"1,351",108,87.85%
842,453340,Hustle Cat,678,44,87.85%
843,41300,Altitude,"1,539",127,87.84%
844,329050,Devil May Cry?? 4 Special Edition,"4,674",464,87.84%
845,320760,Tokyo School Life,585,36,87.83%
846,259740,Nightmares from the Deep: The Cursed Heart,"1,083",82,87.83%
847,285740,Kitty Powers' Matchmaker,584,36,87.82%
848,608110,Null Vector,237,8,87.82%
849,779990,Space Between Worlds,292,12,87.82%
850,34030,Total War: NAPOLEON - Definitive Edition,"8,368",888,87.82%
851,357330,Space Beast Terror Fright,651,42,87.81%
852,378610,Valley,"3,812",370,87.81%
853,332800,Five Nights at Freddy's 2,"8,037",852,87.80%
854,836490,????????????????????? ~ Blacktea With Moon,317,14,87.80%
855,599390,Battle for Wesnoth,"1,015",76,87.80%
856,234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,"8,180",869,87.79%
857,337320,Paint the Town Red,"4,640",464,87.78%
858,418190,Helen's Mysterious Castle,500,29,87.78%
859,328080,Rise to Ruins,"2,437",222,87.77%
860,878750,Hentai Girl,"4,227",419,87.76%
861,273570,Descent,262,10,87.76%
862,653950,Your Smile Beyond Twilight,378,19,87.76%
863,388750,BlazBlue: Chronophantasma Extend,"1,985",175,87.75%
864,446840,Splasher,555,34,87.75%
865,397350,Lords of the Realm II,377,19,87.74%
866,38740,EDGE,"1,706",146,87.74%
867,944220,Gachi Heroes,247,9,87.74%
868,323320,Grow Home,"3,810",374,87.73%
869,220240,Far Cry?? 3,"45,766","5,531",87.72%
870,397340,SimplePlanes,"4,469",448,87.72%
871,252130,Divide by Sheep,708,48,87.72%
872,10500,Total War: EMPIRE - Definitive Edition,"14,718","1,659",87.72%
873,889480,Virtual Virtual Reality,218,7,87.72%
874,469990,NEKOPALIVE,"1,105",86,87.71%
875,578900,Demonheart,188,5,87.70%
876,22230,Rock of Ages,"2,600",242,87.70%
877,436670,The Legend of Heroes: Trails in the Sky the 3rd,423,23,87.70%
878,433000,Lost Lands: The Golden Curse,362,18,87.70%
879,346900,AdVenture Capitalist,"34,961","4,179",87.69%
880,302610,Boson X,"1,283",104,87.69%
881,375950,Viridi,"5,485",567,87.68%
882,326460,ShellShock Live,"11,205","1,243",87.67%
883,368570,Beat Da Beat,297,13,87.67%
884,304240,Resident Evil / biohazard HD REMASTER,"6,087",638,87.66%
885,506610,Five Nights at Freddy's: Sister Location,"4,752",485,87.65%
886,704470,VR Furballs - Demolition,103,0,87.65%
887,333260,Marvin's Mittens,139,2,87.65%
888,639270,Operation Warcade VR,186,5,87.65%
889,464060,RUINER,"4,918",504,87.65%
890,645090,Zup! 5,"1,491",126,87.64%
891,364930,Koi-Koi Japan [Hanafuda playing cards],722,50,87.64%
892,512250,Oh...Sir! The Insult Simulator,"2,490",232,87.64%
893,396350,Bleed 2,308,14,87.63%
894,207530,Noitu Love 2 Devolution,465,27,87.63%
895,35130,Lara Croft and the Guardian of Light,"2,459",229,87.63%
896,20500,Red Faction: Guerrilla Steam Edition,"6,390",677,87.62%
