APPID,NAME,CURRENT,24H_PEAK,ALL_TIME_PEAK
526430,"Project ""Fire""",1,1,26
544480,Draft Day Sports: Pro Basketball 2017,1,3,26
565390,Hyperun,1,2,26
572730,Nancy Drew: The Silent Spy,1,4,26
581360,FoxTail,1,8,26
581500,Ash vs. Evil Dead,1,2,26
585190,A Gummy's Life,1,8,26
664950,Dead Space: Downfall,1,2,26
682530,MarZ Rising,1,6,26
691390,Alchemage,1,6,26
710780,Sky Jump,1,2,26
785130,Clawface,1,2,26
878580,GARAGE: Bad Trip,1,3,26
888090,TREE,1,5,26
911260,Dawn of the Breakers,1,5,26
8790,GTR 2 - FIA GT Racing Game,1,5,25
33950,The Fish Fillets 2,1,3,25
283310,Soulbringer,1,3,25
283490,Ihf Handball Challenge 12,1,5,25
302750,The Counting Kingdom,1,2,25
314340,Chess 2: The Sequel,1,1,25
326590,Cinemaware Anthology: 1986-1991,1,2,25
334370,From Earth,1,2,25
423590,The Little Acre,1,6,25
470780,She Remembered Caterpillars,1,5,25
494810,VR: Vacate the Room,1,3,25
594680,Shuyan Saga,1,6,25
618550,Chess of Blades,1,1,25
619500,cyubeVR,1,4,25
628660,Lode Runner Legacy,1,4,25
672650,MONITOR: The Game,1,2,25
733500,LOGistICAL: Russia,1,2,25
752570,Song of Memories,1,4,25
841500,Sheep Game,1,1,25
978360,Hentai Heroes,1,2,25
46550,Post Mortem,1,3,24
206060,Avernum 6,1,6,24
221450,3D Coat Demo,1,2,24
260270,Shadows: Price For Our Sins,1,3,24
438590,The Guest Demo,1,1,24
459350,BATTLESLOTHS 2025: The Great Pizza Wars,1,2,24
470300,Winged Sakura: Demon Civil War,1,1,24
496190,Senza Peso,1,3,24
502700,Laser Lasso BALL,1,1,24
509920,Doc Apocalypse,1,1,24
703730,Sorcery Jokers,1,2,24
760930,Bitcoin Farm,1,2,24
770070,Swords and Sandals 5 Redux,1,5,24
798830,The Commission: Organized Crime Grand Strategy,1,2,24
868380,Sexbot Quality Assurance Simulator,1,3,24
934580,Hell Wedding ??,1,14,24
943390,Pan Panda,1,2,24
8240,Sam & Max 105: Reality 2.0,1,2,23
22670,Alien Breed 3: Descent,1,3,23
61810,"AMD Driver Updater, Vista and 7, 64 bit",1,1,23
307920,Wildlife Park 2 - Farm World,1,6,23
310970,Legions of Ashworld,1,1,23
319400,Disney Winnie the Pooh,1,4,23
396280,Anarchy Online,1,3,23
401910,Darknet,1,3,23
425680,Ultimate Grenade Tutorial - Hardsurface 3D Course,1,3,23
433450,INFERNO CLIMBER,1,3,23
468930,Phantaruk,1,3,23
563320,Mountain Trap: The Manor of Memories,1,2,23
565030,Blueshift,1,2,23
649770,Coregrounds,1,2,23
652190,Emily Wants to Play Too,1,4,23
675940,SpaceShot,1,1,23
693870,Achievement Hunter: Wizard,1,1,23
740230,Just Ski,1,2,23
771440,Stickman Safe and Destroy,1,1,23
813450,Barbearian,1,1,23
861080,Lonia Saga 2,1,1,23
882220,Mecha-Tokyo Rush,1,3,23
896460,Lucah: Born of a Dream,1,3,23
979260,Gizmo,1,5,23
31250,Sam & Max 304: Beyond the Alley of the Dolls,1,3,22
35320,Insane 2,1,5,22
40810,Super Meat Boy Editor,1,4,22
241890,The Night of the Rabbit Demo,1,1,22
290870,Steam Squad,1,1,22
363950,Windscape,1,4,22
374400,VoiceBot,1,1,22
395930,Farm Frenzy: Heave Ho,1,3,22
418150,The Madness of Little Emma,1,3,22
431770,Rivalry,1,3,22
443570,DreamBreak,1,1,22
508710,Project Lounge,1,8,22
516600,Bai Qu - ??,1,11,22
562570,Access Denied,1,2,22
568830,Witch of Ice Kingdom II,1,2,22
628090,NOBUNAGA?S AMBITION: Haouden with Power Up Kit,1,10,22
628710,Hell Warders,1,3,22
653320,Kemono Friends,1,1,22
698260,Star Shelter,1,8,22
802020,Acute Art VR Museum,1,2,22
807140,Marble Run 2D,1,2,22
813540,Scheming Through The Zombie Apocalypse: The Beginning,1,2,22
